Employee_ID,Age,Gender,Department,Job_Role,City,Education,Employment_Type,Experience_Years,Salary,Joining_Date,Tenure_Years,Performance_Rating,Job_Satisfaction,Overtime,Monthly_Work_Hours,Leave_Days,Absent_Days,Manager_ID,Attrition,Attrition_Flag,Age_Group,Experience_Group,Tenure_Group
E01956,37,Male,Customer Support,Team Lead,Bangalore,Bachelor's,Part-Time,16,70000,2016-10-08,9.9,3.0,3.0,No,165,6.0,5,M066,Yes,1,36-45,11-20,6-10
E01957,35,Male,Operations,Operations Executive,Pune,Master's,Full-Time,14,117000,2015-10-08,10.9,4.0,4.0,Yes,161,10.0,5,M104,No,0,26-35,11-20,11-20
E01958,39,Female,Finance,Financial Analyst,Bangalore,Master's,Contract,20,118000,2014-07-27,12.1,4.0,2.0,No,133,5.0,3,M011,No,0,36-45,11-20,11-20
E01959,30,Female,Operations,Operations Analyst,Delhi,Master's,Full-Time,5,92000,2023-03-03,3.5,4.0,3.0,No,156,6.0,2,M021,No,0,26-35,3-5,3-5
E01960,24,Male,Marketing,Brand Executive,Hyderabad,PhD,Contract,1,68000,2026-03-03,0.5,4.0,4.0,No,154,6.0,3,M078,No,0,18-25,0-2,0-2
E01961,39,Female,IT,Software Engineer,Delhi,Master's,Contract,21,136000,2013-10-08,12.9,4.0,3.0,No,154,12.0,1,M089,No,0,36-45,21+,11-20
E01962,43,Male,Finance,Finance Manager,Hyderabad,Bachelor's,Part-Time,20,96000,2010-04-08,16.4,4.0,2.0,Yes,174,12.0,5,M023,No,0,36-45,11-20,11-20
E01963,26,Female,Marketing,Marketing Executive,Lucknow,PhD,Full-Time,0,87000,2026-06-20,0.2,4.0,4.0,No,170,11.0,4,M044,No,0,26-35,0-2,0-2
E01964,40,Male,Finance,Audit Associate,Bangalore,Master's,Full-Time,17,156000,2012-11-13,13.8,4.0,3.0,No,143,5.0,4,M065,No,0,36-45,11-20,11-20
E01965,46,Female,HR,HR Analyst,Pune,Bachelor's,Full-Time,24,145000,2008-09-01,18.0,3.0,3.0,No,145,4.0,7,M070,No,0,46-55,21+,11-20
E01966,34,Female,Operations,Process Associate,Delhi,Bachelor's,Full-Time,5,71000,2022-07-27,4.1,3.0,3.0,No,145,12.0,1,M036,No,0,26-35,3-5,3-5
E01967,28,Female,Sales,Business Development Executive,Bangalore,MBA,Part-Time,9,67000,2019-05-15,7.3,2.0,3.0,No,201,9.0,3,M062,No,0,26-35,6-10,6-10
E01968,35,Female,Finance,Financial Analyst,Bangalore,Bachelor's,Full-Time,11,114000,2021-09-01,5.0,4.0,5.0,Yes,195,3.0,6,M113,No,0,26-35,11-20,3-5
E01969,30,Male,Sales,Business Development Executive,Lucknow,Master's,Full-Time,9,103000,2019-04-09,7.4,4.0,4.0,No,153,8.0,2,M082,No,0,26-35,6-10,6-10
E01970,30,Male,IT,Data Engineer,Noida,Bachelor's,Full-Time,7,110000,2023-03-03,3.5,3.0,4.0,No,132,6.0,4,M113,No,0,26-35,6-10,3-5
E01971,37,Male,IT,Data Engineer,Noida,Bachelor's,Full-Time,12,140000,2021-01-25,5.6,2.0,3.0,Yes,170,8.0,4,M042,No,0,36-45,11-20,6-10
E01972,23,Female,Marketing,Brand Executive,Lucknow,Master's,Full-Time,0,74000,2026-06-20,0.2,4.0,4.0,Yes,169,8.0,1,M101,No,0,18-25,0-2,0-2
E01973,24,Female,Sales,Sales Executive,Mumbai,Bachelor's,Full-Time,0,63000,2026-06-20,0.2,1.0,4.0,No,174,7.0,4,M069,No,0,18-25,0-2,0-2
E01974,34,Male,HR,HR Analyst,Delhi,Bachelor's,Full-Time,15,131000,2016-03-02,10.5,2.0,3.0,Yes,181,7.0,4,M052,No,0,26-35,11-20,11-20
E01975,34,Female,Sales,Sales Manager,Pune,Master's,Full-Time,12,105000,2019-05-15,7.3,3.0,4.0,No,176,5.0,3,M001,No,0,26-35,11-20,6-10
E01976,36,Female,Customer Support,Support Executive,Hyderabad,Bachelor's,Part-Time,13,66000,2020-09-01,6.0,4.0,5.0,No,148,12.0,7,M030,No,0,36-45,11-20,6-10
E01977,47,Female,Sales,Sales Manager,Delhi,Master's,Full-Time,23,176000,2011-12-20,14.7,4.0,5.0,No,173,4.0,6,M001,No,0,46-55,21+,11-20
E01978,35,Female,Finance,Accountant,Delhi,MBA,Contract,16,109000,2016-09-01,10.0,4.0,3.0,No,183,9.0,3,M048,No,0,26-35,11-20,6-10
E01979,38,Male,Customer Support,Support Analyst,Hyderabad,MBA,Full-Time,20,137000,2011-07-27,15.1,5.0,5.0,Yes,155,6.0,1,M014,No,0,36-45,11-20,11-20
E01980,27,Male,Marketing,Digital Marketing Analyst,Hyderabad,Bachelor's,Full-Time,8,95000,2022-03-03,4.5,3.0,3.0,Yes,173,11.0,7,M092,No,0,26-35,6-10,3-5
E01981,39,Male,Sales,Account Manager,Bangalore,Bachelor's,Full-Time,18,137000,2016-12-20,9.7,5.0,5.0,No,158,5.0,5,M031,No,0,36-45,11-20,6-10
E01982,30,Male,Marketing,Brand Executive,Delhi,Master's,Full-Time,9,102000,2021-09-01,5.0,4.0,4.0,No,204,11.0,6,M062,No,0,26-35,6-10,3-5
E01983,34,Female,Finance,Audit Associate,Hyderabad,MBA,Full-Time,9,137000,2021-07-27,5.1,2.0,3.0,No,144,7.0,5,M087,No,0,26-35,6-10,6-10
E01984,33,Female,Finance,Accountant,Hyderabad,MBA,Full-Time,10,118000,2019-10-08,6.9,3.0,4.0,No,189,8.0,4,M106,No,0,26-35,6-10,6-10
E01985,41,Female,IT,Software Engineer,Mumbai,MBA,Full-Time,17,145000,2015-10-08,10.9,5.0,4.0,No,138,2.0,5,M031,No,0,36-45,11-20,11-20
E01986,25,Female,IT,Data Analyst,Chennai,Bachelor's,Full-Time,0,71000,2026-06-20,0.2,2.0,3.0,Yes,200,6.0,12,M007,No,0,18-25,0-2,0-2
E01987,21,Male,Operations,Operations Analyst,Bangalore,Bachelor's,Full-Time,2,75000,2025-06-20,1.2,2.0,3.0,No,147,8.0,1,M020,No,0,18-25,0-2,0-2
E01988,33,Male,Finance,Accountant,Delhi,Bachelor's,Full-Time,9,106000,2021-04-08,5.4,3.0,3.0,No,171,8.0,1,M084,Yes,1,26-35,6-10,6-10
E01989,37,Male,Finance,Accountant,Chennai,Bachelor's,Full-Time,18,148000,2011-07-27,15.1,3.0,5.0,No,139,9.0,5,M031,No,0,36-45,11-20,11-20
E01990,35,Male,Operations,Operations Analyst,Hyderabad,Bachelor's,Contract,15,87000,2018-07-27,8.1,3.0,4.0,No,144,7.0,0,M009,No,0,26-35,11-20,6-10
E01991,43,Male,Operations,Process Associate,Mumbai,MBA,Full-Time,22,176000,2009-07-27,17.1,4.0,3.0,Yes,184,4.0,5,M011,No,0,36-45,21+,11-20
E01992,37,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,17,148000,2014-03-03,12.5,5.0,4.0,Yes,187,8.0,4,M006,No,0,36-45,11-20,11-20
E01993,30,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Contract,6,74000,2023-12-20,2.7,3.0,4.0,No,172,3.0,3,M043,No,0,26-35,6-10,3-5
E01994,21,Male,IT,IT Support,Chennai,Bachelor's,Full-Time,4,92000,2023-04-09,3.4,2.0,2.0,No,181,9.0,4,M059,No,0,18-25,3-5,3-5
E01995,32,Female,Operations,Operations Analyst,Chennai,MBA,Contract,10,95000,2019-03-03,7.5,2.0,1.0,No,187,6.0,2,M110,Yes,1,26-35,6-10,6-10
E01996,41,Male,Operations,Operations Manager,Pune,Master's,Full-Time,20,143000,2012-03-02,14.5,5.0,3.0,No,156,6.0,3,M018,No,0,36-45,11-20,11-20
E01997,31,Male,Customer Support,Support Analyst,Hyderabad,Master's,Part-Time,7,52000,2022-05-15,4.3,3.0,2.0,No,143,4.0,3,M029,No,0,26-35,6-10,3-5
E01998,34,Male,IT,IT Support,Bangalore,MBA,Full-Time,10,138000,2019-12-20,6.7,4.0,2.0,Yes,168,6.0,3,M001,No,0,26-35,6-10,6-10
E01999,37,Female,IT,BI Analyst,Mumbai,Bachelor's,Contract,16,123000,2017-11-13,8.8,3.0,2.0,No,158,8.0,5,M118,No,0,36-45,11-20,6-10
E02000,27,Male,Sales,Business Development Executive,Delhi,Master's,Full-Time,6,86000,2023-11-14,2.8,3.0,4.0,No,175,8.0,3,M044,No,0,26-35,6-10,3-5
E02001,38,Male,Sales,Business Development Executive,Hyderabad,Bachelor's,Full-Time,14,123000,2015-09-02,11.0,5.0,4.0,No,178,11.0,0,M033,No,0,36-45,11-20,11-20
E02002,45,Female,Sales,Sales Executive,Hyderabad,Bachelor's,Full-Time,19,138000,2011-04-09,15.4,3.0,3.0,No,156,11.0,6,M067,No,0,36-45,11-20,11-20
E02003,33,Male,Customer Support,Team Lead,Mumbai,MBA,Full-Time,8,91000,2022-07-27,4.1,4.0,2.0,Yes,181,7.0,2,M038,Yes,1,26-35,6-10,3-5
E02004,26,Female,Sales,Sales Executive,Bangalore,MBA,Full-Time,7,106000,2021-04-08,5.4,2.0,3.0,No,180,11.0,3,M109,Yes,1,26-35,6-10,6-10
E02005,34,Male,Sales,Business Development Executive,Hyderabad,Bachelor's,Full-Time,10,114000,2019-03-03,7.5,5.0,3.0,No,181,8.0,8,M101,No,0,26-35,6-10,6-10
E02006,21,Male,Operations,Process Associate,Mumbai,Bachelor's,Contract,0,49000,2026-06-20,0.2,3.0,3.0,No,161,4.0,2,M041,No,0,18-25,0-2,0-2
E02007,36,Male,Finance,Finance Manager,Chennai,Master's,Full-Time,18,150000,2015-07-27,11.1,3.0,5.0,No,182,8.0,3,M016,No,0,36-45,11-20,11-20
E02008,37,Male,Operations,Operations Executive,Bangalore,Bachelor's,Part-Time,12,72000,2019-04-09,7.4,3.0,4.0,Yes,177,8.0,4,M038,No,0,36-45,11-20,6-10
E02009,46,Male,IT,IT Support,Hyderabad,Bachelor's,Full-Time,22,161000,2010-01-25,16.6,4.0,3.0,No,180,5.0,2,M063,No,0,46-55,21+,11-20
E02010,33,Male,Finance,Accountant,Lucknow,Bachelor's,Contract,9,86000,2019-07-27,7.1,3.0,4.0,Yes,198,9.0,2,M099,No,0,26-35,6-10,6-10
E02011,37,Male,IT,BI Analyst,Bangalore,Bachelor's,Contract,19,131000,2017-05-15,9.3,2.0,2.0,No,174,7.0,5,M090,Yes,1,36-45,11-20,6-10
E02012,28,Male,IT,BI Analyst,Delhi,MBA,Full-Time,11,112000,2019-04-09,7.4,3.0,2.0,No,157,11.0,2,M100,No,0,26-35,11-20,6-10
E02013,32,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Part-Time,12,71000,2017-07-27,9.1,3.0,5.0,No,148,15.0,6,M085,No,0,26-35,11-20,6-10
E02014,23,Female,IT,Data Analyst,Pune,Bachelor's,Part-Time,3,39000,2024-05-14,2.3,3.0,2.0,No,188,11.0,4,M100,Yes,1,18-25,3-5,3-5
E02015,33,Female,HR,HR Executive,Hyderabad,Bachelor's,Full-Time,10,113000,2021-07-27,5.1,3.0,3.0,Yes,174,12.0,4,M083,No,0,26-35,6-10,6-10
E02016,32,Male,Finance,Accountant,Delhi,MBA,Full-Time,15,137000,2016-10-08,9.9,3.0,3.0,Yes,198,14.0,4,M009,No,0,26-35,11-20,6-10
E02017,36,Male,Sales,Sales Executive,Hyderabad,Bachelor's,Full-Time,15,114000,2014-10-08,11.9,4.0,3.0,No,131,11.0,5,M027,Yes,1,36-45,11-20,11-20
E02018,30,Female,Customer Support,Support Analyst,Noida,Bachelor's,Full-Time,10,100000,2020-11-13,5.8,2.0,3.0,No,184,8.0,2,M031,Yes,1,26-35,6-10,6-10
E02019,35,Male,IT,Data Analyst,Bangalore,Bachelor's,Full-Time,13,130000,2018-07-27,8.1,4.0,3.0,No,163,5.0,4,M015,No,0,26-35,11-20,6-10
E02020,32,Male,Operations,Operations Executive,Bangalore,Master's,Full-Time,9,96000,2019-10-08,6.9,2.0,3.0,No,162,9.0,2,M096,No,0,26-35,6-10,6-10
E02021,32,Male,Customer Support,Team Lead,Noida,Master's,Full-Time,14,109000,2019-11-14,6.8,4.0,4.0,No,154,10.0,4,M029,No,0,26-35,11-20,6-10
E02022,35,Female,HR,HR Executive,Hyderabad,MBA,Full-Time,14,129000,2015-07-27,11.1,4.0,3.0,No,184,6.0,1,M009,No,0,26-35,11-20,11-20
E02023,34,Female,Customer Support,Team Lead,Noida,PhD,Part-Time,16,74000,2017-06-20,9.2,3.0,5.0,Yes,179,11.0,3,M044,No,0,26-35,11-20,6-10
E02024,39,Female,IT,Data Engineer,Hyderabad,MBA,Contract,18,115000,2018-07-27,8.1,4.0,3.0,Yes,147,11.0,2,M101,No,0,36-45,11-20,6-10
E02025,33,Male,Finance,Audit Associate,Chennai,Master's,Full-Time,9,116000,2021-10-08,4.9,3.0,4.0,No,171,7.0,6,M081,No,0,26-35,6-10,3-5
E02026,32,Male,Sales,Sales Manager,Delhi,Bachelor's,Full-Time,9,91000,2022-04-08,4.4,3.0,4.0,No,181,8.0,6,M113,No,0,26-35,6-10,3-5
E02027,33,Female,Operations,Operations Executive,Chennai,Bachelor's,Full-Time,11,108000,2021-04-08,5.4,2.0,4.0,Yes,171,7.0,9,M060,No,0,26-35,11-20,6-10
E02028,29,Male,Customer Support,Support Analyst,Noida,PhD,Full-Time,5,104000,2023-01-26,3.6,3.0,3.0,Yes,188,3.0,6,M078,No,0,26-35,3-5,3-5
E02029,31,Other,Sales,Sales Executive,Hyderabad,Bachelor's,Full-Time,6,86000,2023-06-21,3.2,3.0,2.0,No,163,7.0,4,M039,No,0,26-35,6-10,3-5
E02030,48,Female,Operations,Operations Analyst,Bangalore,Bachelor's,Full-Time,29,181000,2008-09-01,18.0,5.0,5.0,Yes,127,8.0,3,M051,Yes,1,46-55,21+,11-20
E02031,28,Male,Sales,Account Manager,Mumbai,Master's,Full-Time,5,110000,2023-05-15,3.3,3.0,3.0,No,171,10.0,9,M040,No,0,26-35,3-5,3-5
E02032,32,Female,HR,HR Analyst,Bangalore,Bachelor's,Full-Time,10,91000,2020-05-14,6.3,3.0,2.0,Yes,171,9.0,5,M118,No,0,26-35,6-10,6-10
E02033,31,Male,Finance,Finance Manager,Mumbai,Master's,Full-Time,10,130000,2020-06-20,6.2,5.0,4.0,Yes,174,8.0,7,M063,No,0,26-35,6-10,6-10
E02034,32,Female,Customer Support,Customer Success Associate,Mumbai,Master's,Full-Time,9,108000,2020-03-02,6.5,4.0,3.0,No,188,4.0,3,M006,No,0,26-35,6-10,6-10
E02035,32,Male,Operations,Operations Analyst,Hyderabad,Bachelor's,Part-Time,14,80000,2017-11-13,8.8,1.0,3.0,No,133,10.0,4,M038,No,0,26-35,11-20,6-10
E02036,36,Male,Sales,Business Development Executive,Hyderabad,MBA,Full-Time,11,132000,2021-03-03,5.5,3.0,3.0,No,164,4.0,6,M032,No,0,36-45,11-20,6-10
E02037,22,Female,IT,Data Engineer,Delhi,Bachelor's,Full-Time,1,79000,2025-11-13,0.8,2.0,2.0,No,151,12.0,1,M006,Yes,1,18-25,0-2,0-2
E02038,41,Female,IT,Software Engineer,Pune,Bachelor's,Part-Time,20,91000,2014-04-08,12.4,3.0,4.0,Yes,146,7.0,5,M115,No,0,36-45,11-20,11-20
E02039,38,Male,Sales,Sales Manager,Bangalore,Master's,Full-Time,16,148000,2018-12-20,7.7,4.0,4.0,No,167,10.0,7,M054,No,0,36-45,11-20,6-10
E02040,25,Male,Sales,Sales Manager,Bangalore,Master's,Full-Time,0,81000,2026-06-20,0.2,3.0,3.0,Yes,181,5.0,3,M051,No,0,18-25,0-2,0-2
E02041,21,Male,Marketing,Digital Marketing Analyst,Bangalore,MBA,Full-Time,1,89000,2025-12-20,0.7,3.0,3.0,No,173,9.0,1,M117,No,0,18-25,0-2,0-2
E02042,27,Male,HR,HR Analyst,Hyderabad,Bachelor's,Full-Time,7,90000,2022-10-08,3.9,4.0,4.0,No,156,7.0,8,M096,No,0,26-35,6-10,3-5
E02043,32,Male,HR,HR Executive,Mumbai,Master's,Part-Time,8,57000,2020-06-20,6.2,4.0,3.0,Yes,165,13.0,7,M113,Yes,1,26-35,6-10,6-10
E02044,52,Male,IT,Data Engineer,Mumbai,Bachelor's,Full-Time,32,208000,2008-09-01,18.0,5.0,4.0,Yes,185,7.0,1,M098,No,0,46-55,21+,11-20
E02045,38,Male,Marketing,Marketing Manager,Delhi,MBA,Full-Time,17,155000,2014-07-27,12.1,4.0,4.0,No,180,6.0,3,M034,No,0,36-45,11-20,11-20
E02046,21,Male,Operations,Process Associate,Chennai,Bachelor's,Full-Time,0,67000,2026-06-20,0.2,4.0,4.0,No,158,13.0,8,M076,No,0,18-25,0-2,0-2
E02047,29,Male,IT,BI Analyst,Bangalore,Master's,Full-Time,5,98000,2022-06-20,4.2,3.0,4.0,No,157,8.0,5,M009,No,0,26-35,3-5,3-5
E02048,34,Male,Operations,Process Associate,Pune,Bachelor's,Contract,15,97000,2018-04-08,8.4,3.0,2.0,Yes,137,8.0,3,M005,No,0,26-35,11-20,6-10
E02049,36,Male,HR,Recruiter,Pune,Bachelor's,Full-Time,15,111000,2016-06-20,10.2,2.0,2.0,No,160,8.0,1,M081,No,0,36-45,11-20,11-20
E02050,25,Female,IT,BI Analyst,Chennai,Bachelor's,Full-Time,2,89000,2025-07-27,1.1,4.0,3.0,Yes,137,11.0,6,M092,No,0,18-25,0-2,0-2
E02051,33,Male,Finance,Finance Manager,Lucknow,MBA,Full-Time,9,111000,2019-12-20,6.7,3.0,3.0,No,205,8.0,4,M114,Yes,1,26-35,6-10,6-10
E02052,29,Female,Finance,Audit Associate,Bangalore,Master's,Full-Time,6,109000,2023-11-14,2.8,5.0,5.0,No,153,8.0,5,M061,No,0,26-35,6-10,3-5
E02053,26,Female,IT,Data Engineer,Bangalore,MBA,Full-Time,3,86000,2025-04-08,1.4,3.0,4.0,No,188,5.0,7,M086,Yes,1,26-35,3-5,0-2
E02054,36,Female,Customer Support,Support Analyst,Noida,Bachelor's,Full-Time,12,112000,2017-05-15,9.3,4.0,3.0,No,201,10.0,5,M006,No,0,36-45,11-20,6-10
E02055,39,Female,Marketing,Marketing Executive,Delhi,Bachelor's,Full-Time,13,120000,2018-07-27,8.1,4.0,4.0,No,172,11.0,5,M050,No,0,36-45,11-20,6-10
E02056,40,Female,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,21,139000,2014-05-15,12.3,3.0,3.0,No,166,9.0,4,M032,No,0,36-45,21+,11-20
E02057,38,Male,Finance,Audit Associate,Pune,MBA,Full-Time,18,162000,2014-03-03,12.5,4.0,3.0,No,144,3.0,2,M019,No,0,36-45,11-20,11-20
E02058,31,Male,Finance,Audit Associate,Pune,Bachelor's,Full-Time,6,88000,2022-04-08,4.4,3.0,2.0,No,159,7.0,2,M116,No,0,26-35,6-10,3-5
E02059,39,Female,Operations,Operations Analyst,Lucknow,MBA,Full-Time,17,148000,2017-09-01,9.0,4.0,5.0,No,197,10.0,4,M058,No,0,36-45,11-20,6-10
E02060,36,Male,HR,HR Executive,Lucknow,MBA,Full-Time,12,120000,2020-05-14,6.3,4.0,2.0,No,174,8.0,3,M048,Yes,1,36-45,11-20,6-10
E02061,35,Female,IT,Data Engineer,Pune,MBA,Contract,12,89000,2016-09-01,10.0,3.0,3.0,No,169,9.0,4,M109,No,0,26-35,11-20,6-10
E02062,30,Male,HR,HR Manager,Mumbai,Master's,Full-Time,7,90000,2021-11-13,4.8,3.0,2.0,No,192,6.0,4,M017,No,0,26-35,6-10,3-5
E02063,31,Female,Marketing,Marketing Manager,Noida,Master's,Full-Time,8,102000,2021-11-13,4.8,4.0,4.0,No,181,7.0,2,M060,No,0,26-35,6-10,3-5
E02064,35,Male,Finance,Audit Associate,Bangalore,MBA,Full-Time,18,168000,2012-10-08,13.9,3.0,3.0,No,165,7.0,4,M010,No,0,26-35,11-20,11-20
E02065,51,Male,IT,Data Analyst,Mumbai,Bachelor's,Contract,28,156000,2008-09-01,18.0,4.0,4.0,Yes,172,12.0,9,M079,No,0,46-55,21+,11-20
E02066,36,Male,Marketing,Digital Marketing Analyst,Noida,Master's,Full-Time,12,137000,2020-01-26,6.6,5.0,4.0,No,154,13.0,3,M050,No,0,36-45,11-20,6-10
E02067,30,Female,Sales,Sales Executive,Mumbai,Bachelor's,Full-Time,6,102000,2023-06-21,3.2,3.0,3.0,No,158,8.0,5,M103,No,0,26-35,6-10,3-5
E02068,28,Female,Sales,Business Development Executive,Mumbai,Bachelor's,Contract,9,73000,2021-03-03,5.5,3.0,3.0,No,164,7.0,4,M038,No,0,26-35,6-10,6-10
E02069,31,Male,IT,Software Engineer,Bangalore,Bachelor's,Part-Time,5,56000,2022-09-01,4.0,4.0,4.0,Yes,178,8.0,8,M112,No,0,26-35,3-5,3-5
E02070,49,Female,Sales,Sales Manager,Noida,Bachelor's,Full-Time,25,163000,2014-10-08,11.9,4.0,3.0,No,146,8.0,3,M085,No,0,46-55,21+,11-20
E02071,31,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,13,107000,2019-09-02,7.0,2.0,1.0,Yes,169,8.0,5,M040,Yes,1,26-35,11-20,6-10
E02072,40,Male,HR,HR Manager,Pune,Bachelor's,Full-Time,19,123000,2011-05-15,15.3,5.0,3.0,No,161,6.0,3,M003,No,0,36-45,11-20,11-20
E02073,31,Male,Sales,Account Manager,Mumbai,Master's,Full-Time,9,109000,2022-03-03,4.5,2.0,3.0,Yes,152,8.0,1,M094,Yes,1,26-35,6-10,3-5
E02074,36,Male,Customer Support,Team Lead,Chennai,Bachelor's,Contract,19,91000,2013-05-15,13.3,5.0,4.0,No,161,11.0,0,M079,No,0,36-45,11-20,11-20
E02075,40,Male,Customer Support,Support Executive,Chennai,Bachelor's,Full-Time,19,131000,2016-06-20,10.2,3.0,3.0,Yes,126,7.0,8,M091,Yes,1,36-45,11-20,11-20
E02076,30,Male,Customer Support,Support Executive,Mumbai,Bachelor's,Part-Time,6,67000,2022-06-20,4.2,5.0,3.0,No,154,4.0,2,M031,No,0,26-35,6-10,3-5
E02077,30,Female,Sales,Account Manager,Delhi,Master's,Full-Time,7,96000,2022-06-20,4.2,2.0,1.0,No,148,10.0,2,M016,No,0,26-35,6-10,3-5
E02078,46,Female,Finance,Audit Associate,Mumbai,Master's,Full-Time,21,167000,2016-05-14,10.3,5.0,3.0,No,163,7.0,3,M028,No,0,46-55,21+,11-20
E02079,41,Male,Customer Support,Team Lead,Lucknow,Master's,Full-Time,22,162000,2011-09-02,15.0,4.0,4.0,Yes,127,7.0,9,M045,No,0,36-45,21+,11-20
E02080,40,Male,Operations,Operations Manager,Pune,Master's,Full-Time,19,149000,2012-12-20,13.7,4.0,3.0,Yes,171,8.0,2,M104,No,0,36-45,11-20,11-20
E02081,40,Male,IT,Data Engineer,Lucknow,Bachelor's,Full-Time,21,163000,2011-06-21,15.2,5.0,4.0,No,184,10.0,2,M037,No,0,36-45,21+,11-20
E02082,37,Male,IT,IT Support,Mumbai,MBA,Full-Time,18,156000,2013-12-20,12.7,3.0,3.0,No,166,9.0,3,M043,Yes,1,36-45,11-20,11-20
E02083,48,Male,Finance,Audit Associate,Chennai,Bachelor's,Full-Time,25,171000,2010-05-15,16.3,3.0,4.0,No,177,9.0,2,M073,No,0,46-55,21+,11-20
E02084,34,Male,Customer Support,Support Executive,Chennai,Bachelor's,Full-Time,10,85000,2020-01-26,6.6,3.0,3.0,Yes,159,11.0,4,M073,No,0,26-35,6-10,6-10
E02085,38,Female,HR,HR Executive,Pune,Master's,Full-Time,16,144000,2015-05-15,11.3,4.0,3.0,No,140,3.0,2,M076,No,0,36-45,11-20,11-20
E02086,24,Female,Finance,Audit Associate,Lucknow,Bachelor's,Full-Time,0,52000,2026-06-20,0.2,2.0,3.0,No,168,9.0,2,M028,No,0,18-25,0-2,0-2
E02087,28,Male,IT,Data Analyst,Delhi,Master's,Full-Time,6,115000,2022-05-15,4.3,3.0,5.0,No,180,7.0,5,M071,No,0,26-35,6-10,3-5
E02088,26,Male,Operations,Operations Manager,Bangalore,Master's,Full-Time,7,84000,2021-11-13,4.8,3.0,5.0,No,144,9.0,6,M060,Yes,1,26-35,6-10,3-5
E02089,43,Male,Marketing,Brand Executive,Pune,Bachelor's,Full-Time,21,160000,2015-11-14,10.8,3.0,4.0,No,160,9.0,5,M064,No,0,36-45,21+,11-20
E02090,21,Female,Finance,Finance Manager,Pune,Bachelor's,Full-Time,0,65000,2026-06-20,0.2,3.0,3.0,No,164,8.0,2,M060,No,0,18-25,0-2,0-2
E02091,31,Male,Operations,Operations Executive,Hyderabad,Bachelor's,Full-Time,9,85000,2021-09-01,5.0,3.0,3.0,No,219,11.0,4,M099,No,0,26-35,6-10,3-5
E02092,21,Male,Customer Support,Support Executive,Mumbai,MBA,Full-Time,1,73000,2025-11-13,0.8,2.0,3.0,No,172,12.0,5,M036,Yes,1,18-25,0-2,0-2
E02093,28,Female,Sales,Sales Executive,Hyderabad,Master's,Full-Time,4,96000,2023-09-02,3.0,4.0,4.0,No,134,11.0,7,M047,Yes,1,26-35,3-5,3-5
E02094,31,Male,HR,Recruiter,Mumbai,Bachelor's,Part-Time,4,44000,2023-12-20,2.7,2.0,3.0,Yes,129,8.0,6,M038,No,0,26-35,3-5,3-5
E02095,44,Male,Sales,Sales Executive,Delhi,Bachelor's,Full-Time,23,165000,2013-12-20,12.7,4.0,4.0,No,181,10.0,5,M065,No,0,36-45,21+,11-20
E02096,37,Male,Marketing,Brand Executive,Pune,Master's,Full-Time,17,123000,2018-04-08,8.4,4.0,3.0,No,213,10.0,7,M034,No,0,36-45,11-20,6-10
E02097,28,Male,HR,HR Analyst,Chennai,MBA,Full-Time,7,90000,2020-12-20,5.7,4.0,3.0,No,163,8.0,4,M022,No,0,26-35,6-10,6-10
E02098,41,Male,Operations,Operations Manager,Mumbai,Bachelor's,Part-Time,17,92000,2012-12-20,13.7,4.0,3.0,No,162,10.0,3,M094,No,0,36-45,11-20,11-20
E02099,34,Male,Marketing,Digital Marketing Analyst,Delhi,Bachelor's,Full-Time,9,99000,2022-04-08,4.4,4.0,4.0,Yes,176,11.0,3,M084,No,0,26-35,6-10,3-5
E02100,34,Male,Finance,Audit Associate,Mumbai,MBA,Full-Time,13,118000,2016-09-01,10.0,3.0,3.0,No,154,4.0,6,M051,No,0,26-35,11-20,6-10
E02101,26,Male,Customer Support,Support Analyst,Bangalore,Bachelor's,Full-Time,4,63000,2024-03-02,2.5,3.0,3.0,No,122,5.0,5,M072,No,0,26-35,3-5,3-5
E02102,27,Female,HR,Recruiter,Chennai,Bachelor's,Full-Time,5,73000,2023-10-08,2.9,3.0,3.0,No,187,8.0,6,M045,No,0,26-35,3-5,3-5
E02103,28,Male,IT,IT Support,Noida,PhD,Contract,11,105000,2018-06-20,8.2,4.0,3.0,Yes,157,14.0,2,M071,No,0,26-35,11-20,6-10
E02104,34,Male,Operations,Operations Analyst,Delhi,Master's,Full-Time,10,106000,2019-09-02,7.0,3.0,3.0,No,187,6.0,3,M002,No,0,26-35,6-10,6-10
E02105,35,Female,Marketing,Digital Marketing Analyst,Chennai,Bachelor's,Full-Time,17,136000,2013-09-01,13.0,5.0,3.0,No,154,10.0,6,M058,No,0,26-35,11-20,11-20
E02106,45,Female,Sales,Business Development Executive,Noida,Bachelor's,Part-Time,23,98000,2015-09-02,11.0,4.0,3.0,No,170,5.0,3,M094,Yes,1,36-45,21+,11-20
E02107,37,Female,Marketing,Marketing Executive,Noida,Bachelor's,Full-Time,10,117000,2020-11-13,5.8,2.0,4.0,No,183,8.0,3,M012,Yes,1,36-45,6-10,6-10
