Employee_ID,Age,Gender,Department,Job_Role,City,Education,Employment_Type,Experience_Years,Salary,Joining_Date,Tenure_Years,Performance_Rating,Job_Satisfaction,Overtime,Monthly_Work_Hours,Leave_Days,Absent_Days,Manager_ID,Attrition
E01832,31,Female,Operations,Operations Manager,Bangalore,Bachelor's,Full-Time,12,107000,2017-07-27,9.1,3.0,4.0,No,178,5.0,2,M097,No
E01833,30,Male,Operations,Operations Manager,Delhi,Bachelor's,Full-Time,5,76000,2023-11-14,2.8,2.0,2.0,No,170,9.0,2,M001,Yes
E01834,27,Female,Operations,Operations Manager,Pune,MBA,Contract,4,66000,2024-03-02,2.5,3.0,3.0,No,151,14.0,1,M091,No
E01835,30,Male,Marketing,Brand Executive,Delhi,MBA,Full-Time,8,109000,2022-12-20,3.7,3.0,3.0,No,154,8.0,3,M037,No
E01836,25,Male,Operations,Operations Manager,Bangalore,Bachelor's,Full-Time,2,59000,2025-07-27,1.1,1.0,2.0,No,131,10.0,10,M086,No
E01837,37,Female,IT,Data Analyst,Hyderabad,Bachelor's,Full-Time,15,123000,2015-04-09,11.4,3.0,3.0,No,199,6.0,4,M019,No
E01838,24,Female,Sales,Sales Executive,Noida,Master's,Full-Time,2,90000,2025-04-08,1.4,3.0,4.0,Yes,186,16.0,4,M077,No
E01839,38,Male,Customer Support,Support Analyst,Delhi,Bachelor's,Full-Time,13,103000,2019-10-08,6.9,3.0,3.0,No,145,10.0,3,M037,No
E01840,38,Male,Sales,Sales Executive,Mumbai,PhD,Full-Time,16,149000,2017-11-13,8.8,4.0,5.0,Yes,182,10.0,4,M114,No
E01841,22,Female,Finance,Accountant,Delhi,MBA,Full-Time,0,83000,2026-06-20,0.2,2.0,3.0,No,158,9.0,1,M056,No
E01842,45,Male,Finance,Finance Manager,Bangalore,Bachelor's,Full-Time,23,167000,2014-05-15,12.3,5.0,3.0,No,184,8.0,2,M067,No
E01843,38,Female,Finance,Audit Associate,Chennai,Bachelor's,Part-Time,19,81000,2015-07-27,11.1,5.0,4.0,No,159,9.0,7,M091,No
E01844,39,Female,Operations,Process Associate,Chennai,Bachelor's,Full-Time,16,110000,2015-03-03,11.5,4.0,4.0,No,161,10.0,6,M035,No
E01845,29,Male,Customer Support,Customer Success Associate,Hyderabad,MBA,Contract,4,58000,2023-12-20,2.7,2.0,1.0,No,163,7.0,8,M073,No
E01846,38,Other,Sales,Account Manager,Delhi,Bachelor's,Full-Time,16,133000,2016-07-26,10.1,4.0,2.0,No,156,6.0,5,M084,No
E01847,42,Female,IT,IT Support,Chennai,Bachelor's,Contract,18,109000,2012-01-26,14.6,3.0,3.0,No,193,4.0,5,M026,No
E01848,33,Female,Sales,Sales Manager,Hyderabad,Bachelor's,Full-Time,12,109000,2020-03-02,6.5,2.0,4.0,No,184,10.0,1,M046,No
E01849,48,Female,Customer Support,Customer Success Associate,Chennai,Master's,Full-Time,26,189000,2008-09-01,18.0,4.0,5.0,No,170,6.0,5,M035,Yes
E01850,34,Female,Operations,Process Associate,Pune,Bachelor's,Contract,16,81000,2018-06-20,8.2,3.0,3.0,No,186,4.0,5,M085,No
E01851,42,Male,Sales,Sales Manager,Chennai,Bachelor's,Full-Time,23,152000,2010-09-01,16.0,5.0,5.0,Yes,139,13.0,5,M096,No
E01852,36,Male,Marketing,Digital Marketing Analyst,Hyderabad,MBA,Part-Time,14,100000,2015-06-21,11.2,4.0,4.0,No,146,5.0,5,M022,No
E01853,38,Female,Marketing,Marketing Executive,Delhi,MBA,Part-Time,18,93000,2015-04-09,11.4,3.0,2.0,No,177,5.0,8,M014,Yes
E01854,22,Male,Marketing,Marketing Executive,Lucknow,MBA,Full-Time,0,69000,2026-06-20,0.2,2.0,3.0,Yes,181,7.0,8,M029,No
E01855,37,Male,Customer Support,Support Executive,Hyderabad,Bachelor's,Full-Time,15,126000,2014-12-20,11.7,3.0,3.0,No,173,8.0,3,M058,Yes
E01856,29,Female,Sales,Sales Manager,Hyderabad,Bachelor's,Full-Time,6,88000,2023-09-02,3.0,3.0,4.0,No,134,5.0,3,M031,No
E01857,28,Female,Operations,Operations Analyst,Mumbai,Master's,Full-Time,8,97000,2020-10-08,5.9,4.0,4.0,No,149,9.0,1,M017,Yes
E01858,46,Male,Finance,Audit Associate,Pune,Bachelor's,Full-Time,28,187000,2008-09-01,18.0,5.0,3.0,Yes,175,12.0,4,M023,Yes
E01859,33,Female,Marketing,Digital Marketing Analyst,Hyderabad,MBA,Full-Time,13,124000,2017-11-13,8.8,4.0,2.0,No,212,9.0,7,M059,Yes
E01860,27,Female,Operations,Operations Executive,Bangalore,Master's,Full-Time,7,87000,2022-12-20,3.7,3.0,3.0,No,190,6.0,5,M036,No
E01861,31,Male,Operations,Operations Executive,Bangalore,Bachelor's,Contract,11,80000,2021-03-03,5.5,2.0,1.0,No,196,6.0,4,M089,No
E01862,25,Female,Operations,Operations Manager,Hyderabad,MBA,Full-Time,4,78000,2024-06-20,2.2,4.0,3.0,No,174,9.0,9,M082,No
E01863,44,Male,IT,IT Support,Chennai,PhD,Full-Time,19,170000,2017-05-15,9.3,4.0,4.0,No,174,8.0,8,M059,No
E01864,29,Male,HR,HR Analyst,Hyderabad,Bachelor's,Contract,11,86000,2019-06-21,7.2,5.0,3.0,No,149,9.0,3,M080,No
E01865,38,Male,Customer Support,Team Lead,Mumbai,Master's,Full-Time,21,157000,2016-09-01,10.0,4.0,5.0,No,185,11.0,4,M002,No
E01866,43,Male,Customer Support,Customer Success Associate,Pune,Bachelor's,Full-Time,20,146000,2015-11-14,10.8,5.0,5.0,No,167,8.0,4,M090,Yes
E01867,30,Male,IT,Data Engineer,Bangalore,Bachelor's,Full-Time,7,98000,2022-04-08,4.4,4.0,3.0,Yes,180,6.0,2,M098,No
E01868,38,Female,IT,Data Analyst,Delhi,Bachelor's,Full-Time,18,152000,2015-03-03,11.5,3.0,3.0,No,169,5.0,5,M012,No
E01869,27,Female,IT,BI Analyst,Bangalore,Master's,Full-Time,6,111000,2022-07-27,4.1,3.0,4.0,No,173,8.0,3,M112,No
E01870,51,Male,Operations,Operations Executive,Bangalore,PhD,Full-Time,28,197000,2008-09-01,18.0,4.0,4.0,No,166,10.0,3,M010,No
E01871,41,Female,Marketing,Brand Executive,Mumbai,Bachelor's,Contract,16,97000,2019-03-03,7.5,3.0,2.0,Yes,172,8.0,6,M093,Yes
E01872,33,Male,Sales,Business Development Executive,Delhi,Bachelor's,Full-Time,12,103000,2020-11-13,5.8,3.0,3.0,No,186,4.0,1,M120,Yes
E01873,29,Male,HR,HR Manager,Bangalore,Master's,Full-Time,8,107000,2022-11-14,3.8,2.0,2.0,No,145,6.0,5,M002,No
E01874,33,Female,Marketing,Digital Marketing Analyst,Delhi,Bachelor's,Full-Time,13,102000,2018-07-27,8.1,4.0,5.0,No,141,11.0,5,M016,No
E01875,32,Male,Operations,Process Associate,Hyderabad,MBA,Full-Time,11,114000,2021-07-27,5.1,4.0,4.0,No,176,9.0,6,M036,No
E01876,48,Male,HR,HR Analyst,Hyderabad,Bachelor's,Contract,25,106000,2008-09-01,18.0,3.0,3.0,Yes,194,9.0,4,M106,No
E01877,25,Female,Operations,Operations Analyst,Delhi,Bachelor's,Full-Time,5,67000,2023-12-20,2.7,5.0,4.0,No,198,7.0,1,M049,Yes
E01878,35,Male,HR,Recruiter,Noida,Bachelor's,Full-Time,13,107000,2015-12-20,10.7,4.0,2.0,No,146,6.0,3,M036,No
E01879,34,Female,Sales,Sales Executive,Bangalore,MBA,Full-Time,11,130000,2019-07-27,7.1,3.0,3.0,No,161,9.0,5,M086,No
E01880,33,Male,HR,HR Analyst,Hyderabad,Bachelor's,Part-Time,11,72000,2019-10-08,6.9,2.0,4.0,No,141,10.0,5,M006,No
E01881,33,Male,Operations,Process Associate,Bangalore,MBA,Full-Time,7,94000,2021-05-15,5.3,3.0,3.0,Yes,158,7.0,2,M099,Yes
E01882,33,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Full-Time,11,105000,2018-07-27,8.1,3.0,4.0,No,188,5.0,3,M105,Yes
E01883,40,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,20,150000,2012-10-08,13.9,4.0,4.0,Yes,168,6.0,5,M101,No
E01884,38,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,17,128000,2012-09-01,14.0,4.0,5.0,No,161,8.0,4,M095,No
E01885,37,Male,IT,Software Engineer,Noida,MBA,Full-Time,19,151000,2014-11-14,11.8,3.0,1.0,No,178,8.0,3,M105,No
E01886,21,Female,Finance,Accountant,Hyderabad,MBA,Full-Time,0,78000,2026-06-20,0.2,4.0,3.0,No,154,8.0,1,M109,No
E01887,36,Female,IT,Data Analyst,Lucknow,Bachelor's,Full-Time,15,134000,2017-09-01,9.0,4.0,5.0,No,197,4.0,4,M002,No
E01888,22,Male,Sales,Account Manager,Bangalore,Bachelor's,Full-Time,2,59000,2025-01-25,1.6,3.0,4.0,No,168,8.0,8,M099,No
E01889,39,Male,Operations,Operations Analyst,Bangalore,Bachelor's,Full-Time,23,158000,2013-12-20,12.7,4.0,5.0,No,161,9.0,3,M028,No
E01890,44,Male,Customer Support,Support Analyst,Bangalore,Bachelor's,Full-Time,22,147000,2014-04-08,12.4,4.0,4.0,Yes,179,11.0,1,M007,No
E01891,28,Female,IT,Data Analyst,Bangalore,Bachelor's,Full-Time,3,89000,2024-06-20,2.2,2.0,2.0,No,185,4.0,6,M021,No
E01892,32,Other,Finance,Accountant,Hyderabad,MBA,Full-Time,12,133000,2020-04-08,6.4,4.0,3.0,No,197,6.0,2,M062,No
E01893,30,Male,Marketing,Brand Executive,Pune,MBA,Full-Time,13,136000,2019-09-02,7.0,3.0,2.0,No,164,9.0,6,M108,No
E01894,43,Female,Sales,Account Manager,Bangalore,Bachelor's,Full-Time,20,144000,2015-04-09,11.4,4.0,4.0,No,188,9.0,5,M089,Yes
E01895,35,Male,HR,HR Analyst,Lucknow,Bachelor's,Full-Time,15,125000,2015-11-14,10.8,3.0,4.0,Yes,170,13.0,2,M082,No
E01896,46,Male,Operations,Operations Analyst,Noida,MBA,Full-Time,27,180000,2008-09-01,18.0,4.0,4.0,No,157,7.0,2,M041,No
E01897,37,Male,Operations,Operations Manager,Mumbai,MBA,Full-Time,18,140000,2013-09-01,13.0,5.0,5.0,No,154,11.0,5,M109,No
E01898,36,Male,Sales,Sales Manager,Bangalore,Bachelor's,Part-Time,14,87000,2015-10-08,10.9,5.0,4.0,No,148,9.0,1,M043,No
E01899,34,Male,Sales,Sales Executive,Bangalore,Bachelor's,Full-Time,10,86000,2019-12-20,6.7,1.0,3.0,No,155,5.0,3,M077,Yes
E01900,40,Male,Marketing,Brand Executive,Bangalore,Bachelor's,Full-Time,18,146000,2018-01-25,8.6,5.0,5.0,Yes,188,6.0,7,M008,No
E01901,22,Female,HR,Recruiter,Bangalore,Bachelor's,Full-Time,1,59000,2026-03-03,0.5,3.0,2.0,Yes,181,9.0,2,M117,No
E01902,35,Male,IT,BI Analyst,Hyderabad,Bachelor's,Contract,15,99000,2016-07-26,10.1,3.0,3.0,Yes,146,6.0,6,M111,No
E01903,34,Male,Operations,Process Associate,Mumbai,Bachelor's,Full-Time,13,115000,2019-01-26,7.6,3.0,2.0,Yes,137,17.0,1,M014,No
E01904,39,Male,IT,Software Engineer,Delhi,Master's,Full-Time,16,135000,2018-01-25,8.6,3.0,3.0,Yes,148,6.0,1,M081,No
E01905,33,Male,Operations,Operations Executive,Lucknow,Bachelor's,Full-Time,12,101000,2019-01-26,7.6,3.0,4.0,No,154,10.0,4,M077,No
E01906,27,Male,Sales,Account Manager,Pune,Bachelor's,Full-Time,7,84000,2021-09-01,5.0,2.0,2.0,No,163,9.0,5,M011,Yes
E01907,34,Male,Customer Support,Support Executive,Lucknow,Bachelor's,Full-Time,13,105000,2018-10-08,7.9,3.0,3.0,No,189,7.0,4,M010,No
E01908,26,Male,Finance,Audit Associate,Bangalore,MBA,Full-Time,2,81000,2025-03-03,1.5,2.0,3.0,Yes,158,6.0,3,M081,No
E01909,21,Male,Sales,Sales Executive,Delhi,MBA,Full-Time,0,88000,2026-06-20,0.2,3.0,3.0,No,198,12.0,4,M029,No
E01910,39,Male,IT,IT Support,Hyderabad,Bachelor's,Full-Time,19,168000,2012-07-26,14.1,4.0,3.0,No,138,7.0,1,M108,Yes
E01911,38,Male,Sales,Business Development Executive,Bangalore,Bachelor's,Contract,13,73000,2015-09-02,11.0,4.0,3.0,No,162,4.0,6,M055,No
E01912,37,Female,Customer Support,Support Executive,Bangalore,PhD,Full-Time,10,117000,2020-12-20,5.7,3.0,3.0,No,182,16.0,7,M002,Yes
E01913,43,Female,Customer Support,Customer Success Associate,Pune,Bachelor's,Full-Time,25,165000,2008-12-20,17.7,3.0,2.0,No,183,8.0,6,M001,Yes
E01914,29,Male,Finance,Financial Analyst,Pune,Bachelor's,Contract,8,84000,2020-05-14,6.3,4.0,3.0,Yes,162,7.0,5,M047,No
E01915,24,Male,Finance,Financial Analyst,Delhi,Bachelor's,Contract,4,60000,2023-12-20,2.7,2.0,2.0,No,186,5.0,4,M091,No
E01916,34,Male,Operations,Process Associate,Hyderabad,Bachelor's,Contract,9,73000,2019-10-08,6.9,4.0,4.0,Yes,183,7.0,3,M083,No
E01917,32,Male,Customer Support,Support Analyst,Delhi,Bachelor's,Part-Time,12,57000,2019-04-09,7.4,3.0,3.0,No,156,13.0,4,M018,No
E01918,28,Male,Operations,Operations Analyst,Bangalore,MBA,Contract,7,74000,2021-11-13,4.8,3.0,2.0,No,174,11.0,4,M035,No
E01919,33,Male,Finance,Financial Analyst,Delhi,Master's,Full-Time,7,96000,2023-05-15,3.3,3.0,3.0,No,181,11.0,3,M073,No
E01920,30,Male,Finance,Finance Manager,Bangalore,Bachelor's,Part-Time,12,72000,2016-07-26,10.1,4.0,4.0,No,157,10.0,2,M062,No
E01921,21,Female,Operations,Operations Manager,Bangalore,MBA,Full-Time,0,56000,2026-06-20,0.2,3.0,4.0,Yes,198,7.0,2,M025,No
E01922,31,Male,IT,Software Engineer,Lucknow,Bachelor's,Full-Time,8,104000,2020-04-08,6.4,3.0,5.0,No,153,5.0,1,M086,No
E01923,26,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,3,59000,2024-06-20,2.2,4.0,5.0,No,171,8.0,3,M077,No
E01924,36,Male,Sales,Sales Executive,Pune,Master's,Contract,9,87000,2021-12-20,4.7,2.0,2.0,No,146,10.0,3,M107,No
E01925,29,Female,Marketing,Marketing Manager,Mumbai,Master's,Full-Time,8,99000,2022-12-20,3.7,2.0,2.0,No,170,7.0,1,M029,No
E01926,42,Female,IT,Software Engineer,Delhi,Bachelor's,Part-Time,21,102000,2009-12-20,16.7,3.0,3.0,No,149,8.0,3,M115,No
E01927,45,Male,Operations,Operations Analyst,Mumbai,Bachelor's,Full-Time,23,164000,2012-09-01,14.0,3.0,3.0,Yes,163,9.0,2,M086,No
E01928,39,Female,Finance,Finance Manager,Bangalore,Master's,Full-Time,20,175000,2015-07-27,11.1,3.0,3.0,Yes,139,3.0,5,M080,No
E01929,23,Male,Operations,Process Associate,Bangalore,Master's,Full-Time,0,44000,2026-06-20,0.2,3.0,5.0,Yes,182,14.0,7,M019,No
E01930,45,Female,IT,Data Engineer,Chennai,Master's,Full-Time,22,166000,2013-01-25,13.6,4.0,3.0,No,174,9.0,4,M072,No
E01931,45,Female,HR,HR Manager,Pune,Bachelor's,Full-Time,21,145000,2011-10-08,14.9,4.0,3.0,No,188,8.0,6,M076,No
E01932,34,Male,HR,HR Analyst,Hyderabad,Bachelor's,Full-Time,11,110000,2019-07-27,7.1,2.0,4.0,No,162,4.0,3,M117,No
E01933,43,Female,HR,HR Manager,Delhi,Bachelor's,Full-Time,21,133000,2011-05-15,15.3,3.0,3.0,Yes,188,11.0,2,M066,No
E01934,30,Male,Operations,Process Associate,Lucknow,Bachelor's,Full-Time,9,87000,2019-07-27,7.1,3.0,4.0,No,169,6.0,4,M069,No
E01935,21,Male,Operations,Operations Analyst,Bangalore,MBA,Full-Time,0,71000,2026-06-20,0.2,3.0,4.0,Yes,170,9.0,6,M078,No
E01936,29,Male,Marketing,Brand Executive,Mumbai,Bachelor's,Full-Time,5,85000,2023-10-08,2.9,2.0,3.0,No,206,12.0,4,M080,Yes
E01937,46,Female,Sales,Business Development Executive,Delhi,Bachelor's,Full-Time,28,183000,2009-03-03,17.5,4.0,4.0,Yes,159,6.0,3,M115,No
E01938,24,Male,Marketing,Brand Executive,Chennai,MBA,Full-Time,8,113000,2019-12-20,6.7,4.0,4.0,No,190,7.0,4,M098,No
E01939,34,Male,Finance,Financial Analyst,Lucknow,Bachelor's,Full-Time,12,121000,2019-06-21,7.2,3.0,2.0,No,177,9.0,5,M106,No
E01940,34,Female,IT,BI Analyst,Mumbai,Bachelor's,Full-Time,10,116000,2020-09-01,6.0,2.0,2.0,Yes,158,9.0,2,M010,No
E01941,30,Male,IT,Data Analyst,Noida,MBA,Full-Time,12,135000,2018-03-03,8.5,4.0,4.0,Yes,144,12.0,2,M072,No
E01942,31,Male,Sales,Sales Manager,Noida,MBA,Full-Time,5,101000,2023-07-27,3.1,4.0,2.0,No,149,12.0,8,M108,No
E01943,35,Male,Marketing,Brand Executive,Mumbai,Master's,Full-Time,12,102000,2016-09-01,10.0,4.0,5.0,Yes,188,8.0,2,M025,No
E01944,30,Male,Operations,Process Associate,Delhi,Bachelor's,Part-Time,6,65000,2021-11-13,4.8,2.0,3.0,No,199,8.0,3,M115,No
E01945,24,Male,Marketing,Marketing Manager,Delhi,Master's,Contract,0,36000,2026-06-20,0.2,4.0,4.0,No,170,4.0,4,M027,No
E01946,36,Male,HR,HR Executive,Lucknow,MBA,Full-Time,13,117000,2017-06-20,9.2,3.0,2.0,No,171,13.0,2,M061,No
E01947,42,Female,Finance,Financial Analyst,Bangalore,Bachelor's,Full-Time,18,142000,2018-03-03,8.5,3.0,2.0,No,182,13.0,5,M010,No
E01948,40,Female,IT,Software Engineer,Chennai,Bachelor's,Full-Time,18,154000,2013-07-27,13.1,3.0,3.0,No,169,7.0,3,M036,No
E01949,28,Male,Sales,Business Development Executive,Delhi,MBA,Full-Time,6,72000,2022-04-08,4.4,4.0,4.0,No,188,11.0,4,M039,No
E01950,25,Male,Finance,Financial Analyst,Chennai,Bachelor's,Full-Time,1,72000,2026-01-25,0.6,3.0,1.0,No,173,8.0,3,M007,No
E01951,32,Male,IT,BI Analyst,Delhi,MBA,Contract,9,102000,2021-11-13,4.8,4.0,4.0,Yes,170,8.0,3,M015,Yes
E01952,45,Female,Sales,Account Manager,Hyderabad,Bachelor's,Full-Time,22,163000,2008-09-01,18.0,4.0,3.0,No,155,7.0,1,M114,No
E01953,39,Male,Operations,Process Associate,Noida,Bachelor's,Full-Time,19,132000,2014-11-14,11.8,4.0,3.0,No,151,5.0,5,M013,No
E01954,39,Male,Operations,Process Associate,Chennai,Bachelor's,Full-Time,17,127000,2014-07-27,12.1,3.0,3.0,No,120,8.0,3,M033,No
E01955,40,Female,Customer Support,Team Lead,Noida,MBA,Full-Time,20,142000,2017-05-15,9.3,5.0,4.0,Yes,190,7.0,3,M099,Yes
E01956,37,Male,Customer Support,Team Lead,Bangalore,Bachelor's,Part-Time,16,70000,2016-10-08,9.9,3.0,3.0,No,165,6.0,5,M066,Yes
E01957,35,Male,Operations,Operations Executive,Pune,Master's,Full-Time,14,117000,2015-10-08,10.9,4.0,4.0,Yes,161,10.0,5,M104,No
E01958,39,Female,Finance,Financial Analyst,Bangalore,Master's,Contract,20,118000,2014-07-27,12.1,4.0,2.0,No,133,5.0,3,M011,No
E01959,30,Female,Operations,Operations Analyst,Delhi,Master's,Full-Time,5,92000,2023-03-03,3.5,4.0,3.0,No,156,6.0,2,M021,No
E01960,24,Male,Marketing,Brand Executive,Hyderabad,PhD,Contract,1,68000,2026-03-03,0.5,4.0,4.0,No,154,6.0,3,M078,No
E01961,39,Female,IT,Software Engineer,Delhi,Master's,Contract,21,136000,2013-10-08,12.9,4.0,3.0,No,154,12.0,1,M089,No
E01962,43,Male,Finance,Finance Manager,Hyderabad,Bachelor's,Part-Time,20,96000,2010-04-08,16.4,4.0,2.0,Yes,174,12.0,5,M023,No
E01963,26,Female,Marketing,Marketing Executive,Lucknow,PhD,Full-Time,0,87000,2026-06-20,0.2,4.0,4.0,No,170,11.0,4,M044,No
E01964,40,Male,Finance,Audit Associate,Bangalore,Master's,Full-Time,17,156000,2012-11-13,13.8,4.0,3.0,No,143,5.0,4,M065,No
E01965,46,Female,HR,HR Analyst,Pune,Bachelor's,Full-Time,24,145000,2008-09-01,18.0,3.0,3.0,No,145,4.0,7,M070,No
E01966,34,Female,Operations,Process Associate,Delhi,Bachelor's,Full-Time,5,71000,2022-07-27,4.1,3.0,3.0,No,145,12.0,1,M036,No
E01967,28,Female,Sales,Business Development Executive,Bangalore,MBA,Part-Time,9,67000,2019-05-15,7.3,2.0,3.0,No,201,9.0,3,M062,No
E01968,35,Female,Finance,Financial Analyst,Bangalore,Bachelor's,Full-Time,11,114000,2021-09-01,5.0,4.0,5.0,Yes,195,3.0,6,M113,No
E01969,30,Male,Sales,Business Development Executive,Lucknow,Master's,Full-Time,9,103000,2019-04-09,7.4,4.0,4.0,No,153,8.0,2,M082,No
E01970,30,Male,IT,Data Engineer,Noida,Bachelor's,Full-Time,7,110000,2023-03-03,3.5,3.0,4.0,No,132,6.0,4,M113,No
E01971,37,Male,IT,Data Engineer,Noida,Bachelor's,Full-Time,12,140000,2021-01-25,5.6,2.0,3.0,Yes,170,8.0,4,M042,No
E01972,23,Female,Marketing,Brand Executive,Lucknow,Master's,Full-Time,0,74000,2026-06-20,0.2,4.0,4.0,Yes,169,8.0,1,M101,No
E01973,24,Female,Sales,Sales Executive,Mumbai,Bachelor's,Full-Time,0,63000,2026-06-20,0.2,1.0,4.0,No,174,7.0,4,M069,No
E01974,34,Male,HR,HR Analyst,Delhi,Bachelor's,Full-Time,15,131000,2016-03-02,10.5,2.0,3.0,Yes,181,7.0,4,M052,No
E01975,34,Female,Sales,Sales Manager,Pune,Master's,Full-Time,12,105000,2019-05-15,7.3,3.0,4.0,No,176,5.0,3,M001,No
E01976,36,Female,Customer Support,Support Executive,Hyderabad,Bachelor's,Part-Time,13,66000,2020-09-01,6.0,4.0,5.0,No,148,12.0,7,M030,No
E01977,47,Female,Sales,Sales Manager,Delhi,Master's,Full-Time,23,176000,2011-12-20,14.7,4.0,5.0,No,173,4.0,6,M001,No
E01978,35,Female,Finance,Accountant,Delhi,MBA,Contract,16,109000,2016-09-01,10.0,4.0,3.0,No,183,9.0,3,M048,No
E01979,38,Male,Customer Support,Support Analyst,Hyderabad,MBA,Full-Time,20,137000,2011-07-27,15.1,5.0,5.0,Yes,155,6.0,1,M014,No
E01980,27,Male,Marketing,Digital Marketing Analyst,Hyderabad,Bachelor's,Full-Time,8,95000,2022-03-03,4.5,3.0,3.0,Yes,173,11.0,7,M092,No
E01981,39,Male,Sales,Account Manager,Bangalore,Bachelor's,Full-Time,18,137000,2016-12-20,9.7,5.0,5.0,No,158,5.0,5,M031,No
E01982,30,Male,Marketing,Brand Executive,Delhi,Master's,Full-Time,9,102000,2021-09-01,5.0,4.0,4.0,No,204,11.0,6,M062,No
E01983,34,Female,Finance,Audit Associate,Hyderabad,MBA,Full-Time,9,137000,2021-07-27,5.1,2.0,3.0,No,144,7.0,5,M087,No
E01984,33,Female,Finance,Accountant,Hyderabad,MBA,Full-Time,10,118000,2019-10-08,6.9,3.0,4.0,No,189,8.0,4,M106,No
E01985,41,Female,IT,Software Engineer,Mumbai,MBA,Full-Time,17,145000,2015-10-08,10.9,5.0,4.0,No,138,2.0,5,M031,No
E01986,25,Female,IT,Data Analyst,Chennai,Bachelor's,Full-Time,0,71000,2026-06-20,0.2,2.0,3.0,Yes,200,6.0,12,M007,No
E01987,21,Male,Operations,Operations Analyst,Bangalore,Bachelor's,Full-Time,2,75000,2025-06-20,1.2,2.0,3.0,No,147,8.0,1,M020,No
E01988,33,Male,Finance,Accountant,Delhi,Bachelor's,Full-Time,9,106000,2021-04-08,5.4,3.0,3.0,No,171,8.0,1,M084,Yes
E01989,37,Male,Finance,Accountant,Chennai,Bachelor's,Full-Time,18,148000,2011-07-27,15.1,3.0,5.0,No,139,9.0,5,M031,No
E01990,35,Male,Operations,Operations Analyst,Hyderabad,Bachelor's,Contract,15,87000,2018-07-27,8.1,3.0,4.0,No,144,7.0,0,M009,No
E01991,43,Male,Operations,Process Associate,Mumbai,MBA,Full-Time,22,176000,2009-07-27,17.1,4.0,3.0,Yes,184,4.0,5,M011,No
E01992,37,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,17,148000,2014-03-03,12.5,5.0,4.0,Yes,187,8.0,4,M006,No
E01993,30,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Contract,6,74000,2023-12-20,2.7,3.0,4.0,No,172,3.0,3,M043,No
E01994,21,Male,IT,IT Support,Chennai,Bachelor's,Full-Time,4,92000,2023-04-09,3.4,2.0,2.0,No,181,9.0,4,M059,No
E01995,32,Female,Operations,Operations Analyst,Chennai,MBA,Contract,10,95000,2019-03-03,7.5,2.0,1.0,No,187,6.0,2,M110,Yes
E01996,41,Male,Operations,Operations Manager,Pune,Master's,Full-Time,20,143000,2012-03-02,14.5,5.0,3.0,No,156,6.0,3,M018,No
E01997,31,Male,Customer Support,Support Analyst,Hyderabad,Master's,Part-Time,7,52000,2022-05-15,4.3,3.0,2.0,No,143,4.0,3,M029,No
E01998,34,Male,IT,IT Support,Bangalore,MBA,Full-Time,10,138000,2019-12-20,6.7,4.0,2.0,Yes,168,6.0,3,M001,No
E01999,37,Female,IT,BI Analyst,Mumbai,Bachelor's,Contract,16,123000,2017-11-13,8.8,3.0,2.0,No,158,8.0,5,M118,No
E02000,27,Male,Sales,Business Development Executive,Delhi,Master's,Full-Time,6,86000,2023-11-14,2.8,3.0,4.0,No,175,8.0,3,M044,No
E02001,38,Male,Sales,Business Development Executive,Hyderabad,Bachelor's,Full-Time,14,123000,2015-09-02,11.0,5.0,4.0,No,178,11.0,0,M033,No
E02002,45,Female,Sales,Sales Executive,Hyderabad,Bachelor's,Full-Time,19,138000,2011-04-09,15.4,3.0,3.0,No,156,11.0,6,M067,No
E02003,33,Male,Customer Support,Team Lead,Mumbai,MBA,Full-Time,8,91000,2022-07-27,4.1,4.0,2.0,Yes,181,7.0,2,M038,Yes
E02004,26,Female,Sales,Sales Executive,Bangalore,MBA,Full-Time,7,106000,2021-04-08,5.4,2.0,3.0,No,180,11.0,3,M109,Yes
E02005,34,Male,Sales,Business Development Executive,Hyderabad,Bachelor's,Full-Time,10,114000,2019-03-03,7.5,5.0,3.0,No,181,8.0,8,M101,No
E02006,21,Male,Operations,Process Associate,Mumbai,Bachelor's,Contract,0,49000,2026-06-20,0.2,3.0,3.0,No,161,4.0,2,M041,No
E02007,36,Male,Finance,Finance Manager,Chennai,Master's,Full-Time,18,150000,2015-07-27,11.1,3.0,5.0,No,182,8.0,3,M016,No
E02008,37,Male,Operations,Operations Executive,Bangalore,Bachelor's,Part-Time,12,72000,2019-04-09,7.4,3.0,4.0,Yes,177,8.0,4,M038,No
E02009,46,Male,IT,IT Support,Hyderabad,Bachelor's,Full-Time,22,161000,2010-01-25,16.6,4.0,3.0,No,180,5.0,2,M063,No
E02010,33,Male,Finance,Accountant,Lucknow,Bachelor's,Contract,9,86000,2019-07-27,7.1,3.0,4.0,Yes,198,9.0,2,M099,No
E02011,37,Male,IT,BI Analyst,Bangalore,Bachelor's,Contract,19,131000,2017-05-15,9.3,2.0,2.0,No,174,7.0,5,M090,Yes
